image_path,bloom_stage,stage,plant_id,timestamp,ndvi_file,aoi,season,is_synthetic,synthesis_seed,climate_params
bud/bud_stage2_0058.png,bud,train,stage2_plant_0_000,2023-04-24,synthetic_ndvi_008.npy,great_plains,spring,True,58,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0059.png,bud,train,stage2_plant_0_000,2023-02-21,synthetic_ndvi_009.npy,southeast_us,winter,True,59,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0060.png,bud,train,stage2_plant_0_000,2024-05-19,synthetic_ndvi_000.npy,california_central_valley,spring,True,60,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0061.png,bud,train,stage2_plant_0_000,2024-03-18,synthetic_ndvi_001.npy,iowa_corn_belt,spring,True,61,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0062.png,bud,train,stage2_plant_0_000,2023-02-27,synthetic_ndvi_002.npy,amazon_basin,winter,True,62,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0063.png,bud,train,stage2_plant_0_000,2024-08-10,synthetic_ndvi_003.npy,great_plains,summer,True,63,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0064.png,bud,train,stage2_plant_0_000,2024-02-21,synthetic_ndvi_004.npy,southeast_us,winter,True,64,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0065.png,bud,train,stage2_plant_0_000,2024-05-10,synthetic_ndvi_005.npy,california_central_valley,spring,True,65,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0066.png,bud,train,stage2_plant_0_000,2023-05-14,synthetic_ndvi_006.npy,iowa_corn_belt,spring,True,66,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0067.png,bud,train,stage2_plant_0_000,2023-02-25,synthetic_ndvi_007.npy,amazon_basin,winter,True,67,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0068.png,bud,train,stage2_plant_0_000,2024-12-24,synthetic_ndvi_008.npy,great_plains,winter,True,68,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0069.png,bud,train,stage2_plant_0_000,2023-02-26,synthetic_ndvi_009.npy,southeast_us,winter,True,69,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0070.png,bud,train,stage2_plant_0_000,2023-05-23,synthetic_ndvi_000.npy,california_central_valley,spring,True,70,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0071.png,bud,train,stage2_plant_0_000,2024-09-20,synthetic_ndvi_001.npy,iowa_corn_belt,autumn,True,71,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0072.png,bud,train,stage2_plant_0_000,2023-10-24,synthetic_ndvi_002.npy,amazon_basin,autumn,True,72,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0073.png,bud,train,stage2_plant_0_000,2024-02-17,synthetic_ndvi_003.npy,great_plains,winter,True,73,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0074.png,bud,train,stage2_plant_0_000,2023-06-04,synthetic_ndvi_004.npy,southeast_us,summer,True,74,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0075.png,bud,train,stage2_plant_0_001,2024-10-14,synthetic_ndvi_005.npy,california_central_valley,autumn,True,75,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0076.png,bud,train,stage2_plant_0_001,2024-08-13,synthetic_ndvi_006.npy,iowa_corn_belt,summer,True,76,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0077.png,bud,train,stage2_plant_0_001,2024-06-07,synthetic_ndvi_007.npy,amazon_basin,summer,True,77,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0078.png,bud,train,stage2_plant_0_001,2023-02-10,synthetic_ndvi_008.npy,great_plains,winter,True,78,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0079.png,bud,train,stage2_plant_0_001,2023-08-12,synthetic_ndvi_009.npy,southeast_us,summer,True,79,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0080.png,bud,train,stage2_plant_0_001,2024-07-18,synthetic_ndvi_000.npy,california_central_valley,summer,True,80,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0081.png,bud,train,stage2_plant_0_001,2024-06-18,synthetic_ndvi_001.npy,iowa_corn_belt,summer,True,81,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0082.png,bud,train,stage2_plant_0_001,2023-08-17,synthetic_ndvi_002.npy,amazon_basin,summer,True,82,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0083.png,bud,train,stage2_plant_0_001,2024-08-03,synthetic_ndvi_003.npy,great_plains,summer,True,83,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0084.png,bud,train,stage2_plant_0_001,2024-01-16,synthetic_ndvi_004.npy,southeast_us,winter,True,84,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0085.png,bud,train,stage2_plant_0_001,2023-12-20,synthetic_ndvi_005.npy,california_central_valley,winter,True,85,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0086.png,bud,train,stage2_plant_0_001,2023-09-27,synthetic_ndvi_006.npy,iowa_corn_belt,autumn,True,86,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0087.png,bud,train,stage2_plant_0_001,2023-12-07,synthetic_ndvi_007.npy,amazon_basin,winter,True,87,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0088.png,bud,train,stage2_plant_0_001,2024-04-11,synthetic_ndvi_008.npy,great_plains,spring,True,88,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0089.png,bud,train,stage2_plant_0_001,2023-10-23,synthetic_ndvi_009.npy,southeast_us,autumn,True,89,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0090.png,bud,train,stage2_plant_0_001,2023-12-03,synthetic_ndvi_000.npy,california_central_valley,winter,True,90,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0091.png,bud,train,stage2_plant_0_001,2023-10-06,synthetic_ndvi_001.npy,iowa_corn_belt,autumn,True,91,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0092.png,bud,train,stage2_plant_0_001,2024-09-19,synthetic_ndvi_002.npy,amazon_basin,autumn,True,92,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0093.png,bud,train,stage2_plant_0_001,2024-10-24,synthetic_ndvi_003.npy,great_plains,autumn,True,93,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0094.png,bud,train,stage2_plant_0_001,2023-02-27,synthetic_ndvi_004.npy,southeast_us,winter,True,94,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0095.png,bud,train,stage2_plant_0_001,2023-08-01,synthetic_ndvi_005.npy,california_central_valley,summer,True,95,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0096.png,bud,train,stage2_plant_0_001,2024-06-22,synthetic_ndvi_006.npy,iowa_corn_belt,summer,True,96,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0097.png,bud,train,stage2_plant_0_001,2023-07-26,synthetic_ndvi_007.npy,amazon_basin,summer,True,97,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0098.png,bud,train,stage2_plant_0_001,2024-10-27,synthetic_ndvi_008.npy,great_plains,autumn,True,98,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0099.png,bud,train,stage2_plant_0_001,2024-07-07,synthetic_ndvi_009.npy,southeast_us,summer,True,99,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0100.png,bud,train,stage2_plant_0_001,2023-08-15,synthetic_ndvi_000.npy,california_central_valley,summer,True,100,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0101.png,bud,train,stage2_plant_0_001,2023-09-12,synthetic_ndvi_001.npy,iowa_corn_belt,autumn,True,101,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0102.png,bud,train,stage2_plant_0_001,2023-11-20,synthetic_ndvi_002.npy,amazon_basin,autumn,True,102,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0103.png,bud,train,stage2_plant_0_001,2024-12-23,synthetic_ndvi_003.npy,great_plains,winter,True,103,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0104.png,bud,train,stage2_plant_0_001,2023-04-24,synthetic_ndvi_004.npy,southeast_us,spring,True,104,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0105.png,bud,train,stage2_plant_0_001,2024-10-26,synthetic_ndvi_005.npy,california_central_valley,autumn,True,105,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0106.png,bud,train,stage2_plant_0_001,2024-01-18,synthetic_ndvi_006.npy,iowa_corn_belt,winter,True,106,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0107.png,bud,train,stage2_plant_0_001,2023-10-19,synthetic_ndvi_007.npy,amazon_basin,autumn,True,107,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0108.png,bud,train,stage2_plant_0_001,2023-12-27,synthetic_ndvi_008.npy,great_plains,winter,True,108,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0109.png,bud,train,stage2_plant_0_001,2024-04-15,synthetic_ndvi_009.npy,southeast_us,spring,True,109,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0110.png,bud,train,stage2_plant_0_001,2024-10-08,synthetic_ndvi_000.npy,california_central_valley,autumn,True,110,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0111.png,bud,train,stage2_plant_0_001,2023-06-16,synthetic_ndvi_001.npy,iowa_corn_belt,summer,True,111,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0112.png,bud,train,stage2_plant_0_001,2024-11-19,synthetic_ndvi_002.npy,amazon_basin,autumn,True,112,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0113.png,bud,train,stage2_plant_0_001,2023-11-28,synthetic_ndvi_003.npy,great_plains,autumn,True,113,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0114.png,bud,train,stage2_plant_0_001,2023-10-04,synthetic_ndvi_004.npy,southeast_us,autumn,True,114,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0115.png,bud,train,stage2_plant_0_001,2024-04-25,synthetic_ndvi_005.npy,california_central_valley,spring,True,115,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0116.png,bud,train,stage2_plant_0_001,2024-01-25,synthetic_ndvi_006.npy,iowa_corn_belt,winter,True,116,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0117.png,bud,train,stage2_plant_0_001,2023-03-06,synthetic_ndvi_007.npy,amazon_basin,spring,True,117,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0118.png,bud,train,stage2_plant_0_001,2023-05-04,synthetic_ndvi_008.npy,great_plains,spring,True,118,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0119.png,bud,train,stage2_plant_0_001,2024-03-24,synthetic_ndvi_009.npy,southeast_us,spring,True,119,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0120.png,bud,train,stage2_plant_0_001,2023-04-21,synthetic_ndvi_000.npy,california_central_valley,spring,True,120,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0121.png,bud,train,stage2_plant_0_001,2023-04-19,synthetic_ndvi_001.npy,iowa_corn_belt,spring,True,121,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0122.png,bud,train,stage2_plant_0_001,2023-10-28,synthetic_ndvi_002.npy,amazon_basin,autumn,True,122,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0123.png,bud,train,stage2_plant_0_001,2023-05-03,synthetic_ndvi_003.npy,great_plains,spring,True,123,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
bud/bud_stage2_0124.png,bud,train,stage2_plant_0_001,2024-09-01,synthetic_ndvi_004.npy,southeast_us,autumn,True,124,"{'base_size': 1.1, 'color_saturation': 1.1, 'growth_rate': 1.2}"
bud/bud_stage2_0125.png,bud,train,stage2_plant_0_001,2023-04-27,synthetic_ndvi_005.npy,california_central_valley,spring,True,125,"{'base_size': 1.0, 'color_saturation': 0.8, 'growth_rate': 1.0}"
bud/bud_stage2_0126.png,bud,train,stage2_plant_0_001,2023-10-20,synthetic_ndvi_006.npy,iowa_corn_belt,autumn,True,126,"{'base_size': 1.2, 'color_saturation': 1.0, 'growth_rate': 1.1}"
bud/bud_stage2_0127.png,bud,train,stage2_plant_0_001,2023-10-19,synthetic_ndvi_007.npy,amazon_basin,autumn,True,127,"{'base_size': 1.5, 'color_saturation': 1.2, 'growth_rate': 1.3}"
bud/bud_stage2_0128.png,bud,train,stage2_plant_0_001,2023-07-17,synthetic_ndvi_008.npy,great_plains,summer,True,128,"{'base_size': 0.8, 'color_saturation': 0.7, 'growth_rate': 0.8}"
