image_path,bloom_stage,stage,plant_id,timestamp,ndvi_file,is_synthetic,synthesis_seed
bud/bud_stage1_0043.png,bud,train,stage1_plant_0_000,2023-01-04,synthetic_ndvi_003.npy,True,43
bud/bud_stage1_0044.png,bud,train,stage1_plant_0_000,2023-01-02,synthetic_ndvi_004.npy,True,44
bud/bud_stage1_0045.png,bud,train,stage1_plant_0_000,2023-12-17,synthetic_ndvi_005.npy,True,45
bud/bud_stage1_0046.png,bud,train,stage1_plant_0_000,2023-12-16,synthetic_ndvi_006.npy,True,46
bud/bud_stage1_0047.png,bud,train,stage1_plant_0_000,2023-06-04,synthetic_ndvi_007.npy,True,47
bud/bud_stage1_0048.png,bud,train,stage1_plant_0_000,2023-03-02,synthetic_ndvi_008.npy,True,48
bud/bud_stage1_0049.png,bud,train,stage1_plant_0_000,2023-04-21,synthetic_ndvi_009.npy,True,49
bud/bud_stage1_0050.png,bud,train,stage1_plant_0_001,2023-04-11,synthetic_ndvi_000.npy,True,50
bud/bud_stage1_0051.png,bud,train,stage1_plant_0_001,2023-11-14,synthetic_ndvi_001.npy,True,51
bud/bud_stage1_0052.png,bud,train,stage1_plant_0_001,2023-07-20,synthetic_ndvi_002.npy,True,52
bud/bud_stage1_0053.png,bud,train,stage1_plant_0_001,2023-06-19,synthetic_ndvi_003.npy,True,53
bud/bud_stage1_0054.png,bud,train,stage1_plant_0_001,2023-12-07,synthetic_ndvi_004.npy,True,54
bud/bud_stage1_0055.png,bud,train,stage1_plant_0_001,2023-07-08,synthetic_ndvi_005.npy,True,55
bud/bud_stage1_0056.png,bud,train,stage1_plant_0_001,2023-04-06,synthetic_ndvi_006.npy,True,56
bud/bud_stage1_0057.png,bud,train,stage1_plant_0_001,2023-04-14,synthetic_ndvi_007.npy,True,57
bud/bud_stage1_0058.png,bud,train,stage1_plant_0_001,2023-05-02,synthetic_ndvi_008.npy,True,58
bud/bud_stage1_0059.png,bud,train,stage1_plant_0_001,2023-07-24,synthetic_ndvi_009.npy,True,59
bud/bud_stage1_0060.png,bud,train,stage1_plant_0_001,2023-04-19,synthetic_ndvi_000.npy,True,60
bud/bud_stage1_0061.png,bud,train,stage1_plant_0_001,2023-01-18,synthetic_ndvi_001.npy,True,61
bud/bud_stage1_0062.png,bud,train,stage1_plant_0_001,2023-03-23,synthetic_ndvi_002.npy,True,62
bud/bud_stage1_0063.png,bud,train,stage1_plant_0_001,2023-08-23,synthetic_ndvi_003.npy,True,63
bud/bud_stage1_0064.png,bud,train,stage1_plant_0_001,2023-05-07,synthetic_ndvi_004.npy,True,64
bud/bud_stage1_0065.png,bud,train,stage1_plant_0_001,2023-11-08,synthetic_ndvi_005.npy,True,65
bud/bud_stage1_0066.png,bud,train,stage1_plant_0_001,2023-06-22,synthetic_ndvi_006.npy,True,66
bud/bud_stage1_0067.png,bud,train,stage1_plant_0_001,2023-11-22,synthetic_ndvi_007.npy,True,67
bud/bud_stage1_0068.png,bud,train,stage1_plant_0_001,2023-05-03,synthetic_ndvi_008.npy,True,68
bud/bud_stage1_0069.png,bud,train,stage1_plant_0_001,2023-05-07,synthetic_ndvi_009.npy,True,69
bud/bud_stage1_0070.png,bud,train,stage1_plant_0_001,2023-10-12,synthetic_ndvi_000.npy,True,70
bud/bud_stage1_0071.png,bud,train,stage1_plant_0_001,2023-01-09,synthetic_ndvi_001.npy,True,71
bud/bud_stage1_0072.png,bud,train,stage1_plant_0_001,2023-06-05,synthetic_ndvi_002.npy,True,72
bud/bud_stage1_0073.png,bud,train,stage1_plant_0_001,2023-09-06,synthetic_ndvi_003.npy,True,73
bud/bud_stage1_0074.png,bud,train,stage1_plant_0_001,2023-03-20,synthetic_ndvi_004.npy,True,74
bud/bud_stage1_0075.png,bud,train,stage1_plant_0_001,2023-05-12,synthetic_ndvi_005.npy,True,75
bud/bud_stage1_0076.png,bud,train,stage1_plant_0_001,2023-02-28,synthetic_ndvi_006.npy,True,76
bud/bud_stage1_0077.png,bud,train,stage1_plant_0_001,2023-04-03,synthetic_ndvi_007.npy,True,77
bud/bud_stage1_0078.png,bud,train,stage1_plant_0_001,2023-12-27,synthetic_ndvi_008.npy,True,78
bud/bud_stage1_0079.png,bud,train,stage1_plant_0_001,2023-08-04,synthetic_ndvi_009.npy,True,79
bud/bud_stage1_0080.png,bud,train,stage1_plant_0_001,2023-11-16,synthetic_ndvi_000.npy,True,80
bud/bud_stage1_0081.png,bud,train,stage1_plant_0_001,2023-07-12,synthetic_ndvi_001.npy,True,81
bud/bud_stage1_0082.png,bud,train,stage1_plant_0_001,2023-05-01,synthetic_ndvi_002.npy,True,82
bud/bud_stage1_0083.png,bud,train,stage1_plant_0_001,2023-03-02,synthetic_ndvi_003.npy,True,83
bud/bud_stage1_0084.png,bud,train,stage1_plant_0_001,2023-01-05,synthetic_ndvi_004.npy,True,84
bud/bud_stage1_0085.png,bud,train,stage1_plant_0_001,2023-04-02,synthetic_ndvi_005.npy,True,85
bud/bud_stage1_0086.png,bud,train,stage1_plant_0_001,2023-12-28,synthetic_ndvi_006.npy,True,86
bud/bud_stage1_0087.png,bud,train,stage1_plant_0_001,2023-01-23,synthetic_ndvi_007.npy,True,87
bud/bud_stage1_0088.png,bud,train,stage1_plant_0_001,2023-11-17,synthetic_ndvi_008.npy,True,88
bud/bud_stage1_0089.png,bud,train,stage1_plant_0_001,2023-12-22,synthetic_ndvi_009.npy,True,89
bud/bud_stage1_0090.png,bud,train,stage1_plant_0_001,2023-03-18,synthetic_ndvi_000.npy,True,90
bud/bud_stage1_0091.png,bud,train,stage1_plant_0_001,2023-07-24,synthetic_ndvi_001.npy,True,91
bud/bud_stage1_0092.png,bud,train,stage1_plant_0_001,2023-08-26,synthetic_ndvi_002.npy,True,92
bud/bud_stage1_0093.png,bud,train,stage1_plant_0_001,2023-12-03,synthetic_ndvi_003.npy,True,93
bud/bud_stage1_0094.png,bud,train,stage1_plant_0_001,2023-01-14,synthetic_ndvi_004.npy,True,94
bud/bud_stage1_0095.png,bud,train,stage1_plant_0_001,2023-07-04,synthetic_ndvi_005.npy,True,95
bud/bud_stage1_0096.png,bud,train,stage1_plant_0_001,2023-01-09,synthetic_ndvi_006.npy,True,96
bud/bud_stage1_0097.png,bud,train,stage1_plant_0_001,2023-10-03,synthetic_ndvi_007.npy,True,97
bud/bud_stage1_0098.png,bud,train,stage1_plant_0_001,2023-09-06,synthetic_ndvi_008.npy,True,98
bud/bud_stage1_0099.png,bud,train,stage1_plant_0_001,2023-02-16,synthetic_ndvi_009.npy,True,99
bud/bud_stage1_0100.png,bud,train,stage1_plant_0_002,2023-10-06,synthetic_ndvi_000.npy,True,100
bud/bud_stage1_0101.png,bud,train,stage1_plant_0_002,2023-08-07,synthetic_ndvi_001.npy,True,101
bud/bud_stage1_0102.png,bud,train,stage1_plant_0_002,2023-07-05,synthetic_ndvi_002.npy,True,102
bud/bud_stage1_0103.png,bud,train,stage1_plant_0_002,2023-08-17,synthetic_ndvi_003.npy,True,103
bud/bud_stage1_0104.png,bud,train,stage1_plant_0_002,2023-09-16,synthetic_ndvi_004.npy,True,104
bud/bud_stage1_0105.png,bud,train,stage1_plant_0_002,2023-12-04,synthetic_ndvi_005.npy,True,105
bud/bud_stage1_0106.png,bud,train,stage1_plant_0_002,2023-05-12,synthetic_ndvi_006.npy,True,106
bud/bud_stage1_0107.png,bud,train,stage1_plant_0_002,2023-07-24,synthetic_ndvi_007.npy,True,107
bud/bud_stage1_0108.png,bud,train,stage1_plant_0_002,2023-11-23,synthetic_ndvi_008.npy,True,108
bud/bud_stage1_0109.png,bud,train,stage1_plant_0_002,2023-07-21,synthetic_ndvi_009.npy,True,109
bud/bud_stage1_0110.png,bud,train,stage1_plant_0_002,2023-03-10,synthetic_ndvi_000.npy,True,110
bud/bud_stage1_0111.png,bud,train,stage1_plant_0_002,2023-01-23,synthetic_ndvi_001.npy,True,111
bud/bud_stage1_0112.png,bud,train,stage1_plant_0_002,2023-07-27,synthetic_ndvi_002.npy,True,112
bud/bud_stage1_0113.png,bud,train,stage1_plant_0_002,2023-03-05,synthetic_ndvi_003.npy,True,113
bud/bud_stage1_0114.png,bud,train,stage1_plant_0_002,2023-05-12,synthetic_ndvi_004.npy,True,114
bud/bud_stage1_0115.png,bud,train,stage1_plant_0_002,2023-10-08,synthetic_ndvi_005.npy,True,115
bud/bud_stage1_0116.png,bud,train,stage1_plant_0_002,2023-07-02,synthetic_ndvi_006.npy,True,116
bud/bud_stage1_0117.png,bud,train,stage1_plant_0_002,2023-08-24,synthetic_ndvi_007.npy,True,117
bud/bud_stage1_0118.png,bud,train,stage1_plant_0_002,2023-09-27,synthetic_ndvi_008.npy,True,118
bud/bud_stage1_0119.png,bud,train,stage1_plant_0_002,2023-08-12,synthetic_ndvi_009.npy,True,119
bud/bud_stage1_0120.png,bud,train,stage1_plant_0_002,2023-01-04,synthetic_ndvi_000.npy,True,120
bud/bud_stage1_0121.png,bud,train,stage1_plant_0_002,2023-10-01,synthetic_ndvi_001.npy,True,121
bud/bud_stage1_0122.png,bud,train,stage1_plant_0_002,2023-10-01,synthetic_ndvi_002.npy,True,122
bud/bud_stage1_0123.png,bud,train,stage1_plant_0_002,2023-06-24,synthetic_ndvi_003.npy,True,123
bud/bud_stage1_0124.png,bud,train,stage1_plant_0_002,2023-04-25,synthetic_ndvi_004.npy,True,124
bud/bud_stage1_0125.png,bud,train,stage1_plant_0_002,2023-04-20,synthetic_ndvi_005.npy,True,125
bud/bud_stage1_0126.png,bud,train,stage1_plant_0_002,2023-01-18,synthetic_ndvi_006.npy,True,126
bud/bud_stage1_0127.png,bud,train,stage1_plant_0_002,2023-05-24,synthetic_ndvi_007.npy,True,127
bud/bud_stage1_0128.png,bud,train,stage1_plant_0_002,2023-09-13,synthetic_ndvi_008.npy,True,128
bud/bud_stage1_0129.png,bud,train,stage1_plant_0_002,2023-09-23,synthetic_ndvi_009.npy,True,129
bud/bud_stage1_0130.png,bud,train,stage1_plant_0_002,2023-09-17,synthetic_ndvi_000.npy,True,130
bud/bud_stage1_0131.png,bud,train,stage1_plant_0_002,2023-04-06,synthetic_ndvi_001.npy,True,131
bud/bud_stage1_0132.png,bud,train,stage1_plant_0_002,2023-04-25,synthetic_ndvi_002.npy,True,132
bud/bud_stage1_0133.png,bud,train,stage1_plant_0_002,2023-02-17,synthetic_ndvi_003.npy,True,133
bud/bud_stage1_0134.png,bud,train,stage1_plant_0_002,2023-07-23,synthetic_ndvi_004.npy,True,134
bud/bud_stage1_0135.png,bud,train,stage1_plant_0_002,2023-08-17,synthetic_ndvi_005.npy,True,135
bud/bud_stage1_0136.png,bud,train,stage1_plant_0_002,2023-09-27,synthetic_ndvi_006.npy,True,136
bud/bud_stage1_0137.png,bud,train,stage1_plant_0_002,2023-10-18,synthetic_ndvi_007.npy,True,137
bud/bud_stage1_0138.png,bud,train,stage1_plant_0_002,2023-07-02,synthetic_ndvi_008.npy,True,138
bud/bud_stage1_0139.png,bud,train,stage1_plant_0_002,2023-07-23,synthetic_ndvi_009.npy,True,139
bud/bud_stage1_0140.png,bud,train,stage1_plant_0_002,2023-12-26,synthetic_ndvi_000.npy,True,140
bud/bud_stage1_0141.png,bud,train,stage1_plant_0_002,2023-04-20,synthetic_ndvi_001.npy,True,141
bud/bud_stage1_0142.png,bud,train,stage1_plant_0_002,2023-05-05,synthetic_ndvi_002.npy,True,142
bud/bud_stage1_0143.png,bud,train,stage1_plant_0_002,2023-05-12,synthetic_ndvi_003.npy,True,143
bud/bud_stage1_0144.png,bud,train,stage1_plant_0_002,2023-05-27,synthetic_ndvi_004.npy,True,144
bud/bud_stage1_0145.png,bud,train,stage1_plant_0_002,2023-06-01,synthetic_ndvi_005.npy,True,145
bud/bud_stage1_0146.png,bud,train,stage1_plant_0_002,2023-03-01,synthetic_ndvi_006.npy,True,146
bud/bud_stage1_0147.png,bud,train,stage1_plant_0_002,2023-02-10,synthetic_ndvi_007.npy,True,147
bud/bud_stage1_0148.png,bud,train,stage1_plant_0_002,2023-03-25,synthetic_ndvi_008.npy,True,148
bud/bud_stage1_0149.png,bud,train,stage1_plant_0_002,2023-06-07,synthetic_ndvi_009.npy,True,149
bud/bud_stage1_0150.png,bud,train,stage1_plant_0_003,2023-12-20,synthetic_ndvi_000.npy,True,150
bud/bud_stage1_0151.png,bud,train,stage1_plant_0_003,2023-12-08,synthetic_ndvi_001.npy,True,151
bud/bud_stage1_0152.png,bud,train,stage1_plant_0_003,2023-09-22,synthetic_ndvi_002.npy,True,152
bud/bud_stage1_0153.png,bud,train,stage1_plant_0_003,2023-12-28,synthetic_ndvi_003.npy,True,153
bud/bud_stage1_0154.png,bud,train,stage1_plant_0_003,2023-09-09,synthetic_ndvi_004.npy,True,154
bud/bud_stage1_0155.png,bud,train,stage1_plant_0_003,2023-01-06,synthetic_ndvi_005.npy,True,155
bud/bud_stage1_0156.png,bud,train,stage1_plant_0_003,2023-02-22,synthetic_ndvi_006.npy,True,156
bud/bud_stage1_0157.png,bud,train,stage1_plant_0_003,2023-06-12,synthetic_ndvi_007.npy,True,157
bud/bud_stage1_0158.png,bud,train,stage1_plant_0_003,2023-04-03,synthetic_ndvi_008.npy,True,158
bud/bud_stage1_0159.png,bud,train,stage1_plant_0_003,2023-10-03,synthetic_ndvi_009.npy,True,159
bud/bud_stage1_0160.png,bud,train,stage1_plant_0_003,2023-02-07,synthetic_ndvi_000.npy,True,160
bud/bud_stage1_0161.png,bud,train,stage1_plant_0_003,2023-10-21,synthetic_ndvi_001.npy,True,161
bud/bud_stage1_0162.png,bud,train,stage1_plant_0_003,2023-01-09,synthetic_ndvi_002.npy,True,162
bud/bud_stage1_0163.png,bud,train,stage1_plant_0_003,2023-04-06,synthetic_ndvi_003.npy,True,163
bud/bud_stage1_0164.png,bud,train,stage1_plant_0_003,2023-09-17,synthetic_ndvi_004.npy,True,164
bud/bud_stage1_0165.png,bud,train,stage1_plant_0_003,2023-09-07,synthetic_ndvi_005.npy,True,165
bud/bud_stage1_0166.png,bud,train,stage1_plant_0_003,2023-11-23,synthetic_ndvi_006.npy,True,166
bud/bud_stage1_0167.png,bud,train,stage1_plant_0_003,2023-06-01,synthetic_ndvi_007.npy,True,167
bud/bud_stage1_0168.png,bud,train,stage1_plant_0_003,2023-01-18,synthetic_ndvi_008.npy,True,168
bud/bud_stage1_0169.png,bud,train,stage1_plant_0_003,2023-04-04,synthetic_ndvi_009.npy,True,169
bud/bud_stage1_0170.png,bud,train,stage1_plant_0_003,2023-10-04,synthetic_ndvi_000.npy,True,170
bud/bud_stage1_0171.png,bud,train,stage1_plant_0_003,2023-07-24,synthetic_ndvi_001.npy,True,171
bud/bud_stage1_0172.png,bud,train,stage1_plant_0_003,2023-12-14,synthetic_ndvi_002.npy,True,172
bud/bud_stage1_0173.png,bud,train,stage1_plant_0_003,2023-05-03,synthetic_ndvi_003.npy,True,173
bud/bud_stage1_0174.png,bud,train,stage1_plant_0_003,2023-09-23,synthetic_ndvi_004.npy,True,174
bud/bud_stage1_0175.png,bud,train,stage1_plant_0_003,2023-06-20,synthetic_ndvi_005.npy,True,175
bud/bud_stage1_0176.png,bud,train,stage1_plant_0_003,2023-01-27,synthetic_ndvi_006.npy,True,176
bud/bud_stage1_0177.png,bud,train,stage1_plant_0_003,2023-01-01,synthetic_ndvi_007.npy,True,177
bud/bud_stage1_0178.png,bud,train,stage1_plant_0_003,2023-06-04,synthetic_ndvi_008.npy,True,178
bud/bud_stage1_0179.png,bud,train,stage1_plant_0_003,2023-04-03,synthetic_ndvi_009.npy,True,179
bud/bud_stage1_0180.png,bud,train,stage1_plant_0_003,2023-03-02,synthetic_ndvi_000.npy,True,180
bud/bud_stage1_0181.png,bud,train,stage1_plant_0_003,2023-07-21,synthetic_ndvi_001.npy,True,181
bud/bud_stage1_0182.png,bud,train,stage1_plant_0_003,2023-08-22,synthetic_ndvi_002.npy,True,182
bud/bud_stage1_0183.png,bud,train,stage1_plant_0_003,2023-12-03,synthetic_ndvi_003.npy,True,183
bud/bud_stage1_0184.png,bud,train,stage1_plant_0_003,2023-01-11,synthetic_ndvi_004.npy,True,184
bud/bud_stage1_0185.png,bud,train,stage1_plant_0_003,2023-03-06,synthetic_ndvi_005.npy,True,185
bud/bud_stage1_0186.png,bud,train,stage1_plant_0_003,2023-01-25,synthetic_ndvi_006.npy,True,186
bud/bud_stage1_0187.png,bud,train,stage1_plant_0_003,2023-06-10,synthetic_ndvi_007.npy,True,187
bud/bud_stage1_0188.png,bud,train,stage1_plant_0_003,2023-05-22,synthetic_ndvi_008.npy,True,188
bud/bud_stage1_0189.png,bud,train,stage1_plant_0_003,2023-01-25,synthetic_ndvi_009.npy,True,189
bud/bud_stage1_0190.png,bud,train,stage1_plant_0_003,2023-06-07,synthetic_ndvi_000.npy,True,190
bud/bud_stage1_0191.png,bud,train,stage1_plant_0_003,2023-01-05,synthetic_ndvi_001.npy,True,191
bud/bud_stage1_0192.png,bud,train,stage1_plant_0_003,2023-12-13,synthetic_ndvi_002.npy,True,192
bud/bud_stage1_0193.png,bud,train,stage1_plant_0_003,2023-11-12,synthetic_ndvi_003.npy,True,193
bud/bud_stage1_0194.png,bud,train,stage1_plant_0_003,2023-05-14,synthetic_ndvi_004.npy,True,194
bud/bud_stage1_0195.png,bud,train,stage1_plant_0_003,2023-09-27,synthetic_ndvi_005.npy,True,195
bud/bud_stage1_0196.png,bud,train,stage1_plant_0_003,2023-08-28,synthetic_ndvi_006.npy,True,196
bud/bud_stage1_0197.png,bud,train,stage1_plant_0_003,2023-04-14,synthetic_ndvi_007.npy,True,197
bud/bud_stage1_0198.png,bud,train,stage1_plant_0_003,2023-08-26,synthetic_ndvi_008.npy,True,198
bud/bud_stage1_0199.png,bud,train,stage1_plant_0_003,2023-11-25,synthetic_ndvi_009.npy,True,199
bud/bud_stage1_0200.png,bud,train,stage1_plant_0_004,2023-12-12,synthetic_ndvi_000.npy,True,200
bud/bud_stage1_0201.png,bud,train,stage1_plant_0_004,2023-11-24,synthetic_ndvi_001.npy,True,201
bud/bud_stage1_0202.png,bud,train,stage1_plant_0_004,2023-04-04,synthetic_ndvi_002.npy,True,202
bud/bud_stage1_0203.png,bud,train,stage1_plant_0_004,2023-08-17,synthetic_ndvi_003.npy,True,203
bud/bud_stage1_0204.png,bud,train,stage1_plant_0_004,2023-03-27,synthetic_ndvi_004.npy,True,204
bud/bud_stage1_0205.png,bud,train,stage1_plant_0_004,2023-11-24,synthetic_ndvi_005.npy,True,205
bud/bud_stage1_0206.png,bud,train,stage1_plant_0_004,2023-08-07,synthetic_ndvi_006.npy,True,206
bud/bud_stage1_0207.png,bud,train,stage1_plant_0_004,2023-12-07,synthetic_ndvi_007.npy,True,207
bud/bud_stage1_0208.png,bud,train,stage1_plant_0_004,2023-10-16,synthetic_ndvi_008.npy,True,208
bud/bud_stage1_0209.png,bud,train,stage1_plant_0_004,2023-11-11,synthetic_ndvi_009.npy,True,209
bud/bud_stage1_0210.png,bud,train,stage1_plant_0_004,2023-06-25,synthetic_ndvi_000.npy,True,210
bud/bud_stage1_0211.png,bud,train,stage1_plant_0_004,2023-05-28,synthetic_ndvi_001.npy,True,211
bud/bud_stage1_0212.png,bud,train,stage1_plant_0_004,2023-08-10,synthetic_ndvi_002.npy,True,212
bud/bud_stage1_0213.png,bud,train,stage1_plant_0_004,2023-06-09,synthetic_ndvi_003.npy,True,213
bud/bud_stage1_0214.png,bud,train,stage1_plant_0_004,2023-09-25,synthetic_ndvi_004.npy,True,214
bud/bud_stage1_0215.png,bud,train,stage1_plant_0_004,2023-01-17,synthetic_ndvi_005.npy,True,215
bud/bud_stage1_0216.png,bud,train,stage1_plant_0_004,2023-05-21,synthetic_ndvi_006.npy,True,216
bud/bud_stage1_0217.png,bud,train,stage1_plant_0_004,2023-03-20,synthetic_ndvi_007.npy,True,217
bud/bud_stage1_0218.png,bud,train,stage1_plant_0_004,2023-03-24,synthetic_ndvi_008.npy,True,218
bud/bud_stage1_0219.png,bud,train,stage1_plant_0_004,2023-12-28,synthetic_ndvi_009.npy,True,219
bud/bud_stage1_0220.png,bud,train,stage1_plant_0_004,2023-01-23,synthetic_ndvi_000.npy,True,220
bud/bud_stage1_0221.png,bud,train,stage1_plant_0_004,2023-05-19,synthetic_ndvi_001.npy,True,221
bud/bud_stage1_0222.png,bud,train,stage1_plant_0_004,2023-02-10,synthetic_ndvi_002.npy,True,222
bud/bud_stage1_0223.png,bud,train,stage1_plant_0_004,2023-12-27,synthetic_ndvi_003.npy,True,223
bud/bud_stage1_0224.png,bud,train,stage1_plant_0_004,2023-08-03,synthetic_ndvi_004.npy,True,224
bud/bud_stage1_0225.png,bud,train,stage1_plant_0_004,2023-10-23,synthetic_ndvi_005.npy,True,225
bud/bud_stage1_0226.png,bud,train,stage1_plant_0_004,2023-05-16,synthetic_ndvi_006.npy,True,226
bud/bud_stage1_0227.png,bud,train,stage1_plant_0_004,2023-01-27,synthetic_ndvi_007.npy,True,227
bud/bud_stage1_0228.png,bud,train,stage1_plant_0_004,2023-12-20,synthetic_ndvi_008.npy,True,228
bud/bud_stage1_0229.png,bud,train,stage1_plant_0_004,2023-05-22,synthetic_ndvi_009.npy,True,229
bud/bud_stage1_0230.png,bud,train,stage1_plant_0_004,2023-05-08,synthetic_ndvi_000.npy,True,230
bud/bud_stage1_0231.png,bud,train,stage1_plant_0_004,2023-03-22,synthetic_ndvi_001.npy,True,231
bud/bud_stage1_0232.png,bud,train,stage1_plant_0_004,2023-08-19,synthetic_ndvi_002.npy,True,232
bud/bud_stage1_0233.png,bud,train,stage1_plant_0_004,2023-02-17,synthetic_ndvi_003.npy,True,233
bud/bud_stage1_0234.png,bud,train,stage1_plant_0_004,2023-05-24,synthetic_ndvi_004.npy,True,234
bud/bud_stage1_0235.png,bud,train,stage1_plant_0_004,2023-07-24,synthetic_ndvi_005.npy,True,235
bud/bud_stage1_0236.png,bud,train,stage1_plant_0_004,2023-04-26,synthetic_ndvi_006.npy,True,236
bud/bud_stage1_0237.png,bud,train,stage1_plant_0_004,2023-03-09,synthetic_ndvi_007.npy,True,237
bud/bud_stage1_0238.png,bud,train,stage1_plant_0_004,2023-11-11,synthetic_ndvi_008.npy,True,238
bud/bud_stage1_0239.png,bud,train,stage1_plant_0_004,2023-08-25,synthetic_ndvi_009.npy,True,239
bud/bud_stage1_0240.png,bud,train,stage1_plant_0_004,2023-09-21,synthetic_ndvi_000.npy,True,240
bud/bud_stage1_0241.png,bud,train,stage1_plant_0_004,2023-06-06,synthetic_ndvi_001.npy,True,241
bud/bud_stage1_0242.png,bud,train,stage1_plant_0_004,2023-06-18,synthetic_ndvi_002.npy,True,242
bud/bud_stage1_0243.png,bud,train,stage1_plant_0_004,2023-07-21,synthetic_ndvi_003.npy,True,243
